Timestamp,TwDate,TwLoc,TwUserName,TwUserID,TwID,TwContent,ContentLoc,urls,
2019-02-10 22:00:00, 2019-02-05 10:30:57,Tunisie,TUNISCOPEcom,46120356,000,"Les gouvernorats de Siliana, Kasserine et Jendouba souffrent de coupures de l’eau potable https://t.co/j0bbbzzVcp","Silana,Kasserine,Jendouba",['https://t.co/j0bbbzzVcp']
2019-02-10 22:00:00, 2019-02-05 11:27:35,Tunisie,RadioShemsFm,195014153,000,"Perturbations et coupures de l’approvisionnement en eau potable dans les gouvernorats de Siliana, Kasserine et Jendouba https://t.co/3Sk2V370g0","Silana,Kasserine,Jendouba",['https://t.co/3Sk2V370g0']
2019-02-10 22:00:00, 2019-02-05 11:50:09,Tunisie,Nessmatv,42236944,000,"L'approvisionnement en eau potable reprendra, dans la nuit du mardi au mercredi... https://t.co/hAFm4dmiCB",,['https://t.co/hAFm4dmiCB']
2019-02-10 22:00:00, 2019-02-08 11:15:09,Tunisie,TUNISCOPEcom,46120356,000,Perturbations et coupures dans l’approvisionnement en eau potable dans quelques régions à Jendouba et Béja https://t.co/qnFhE9rRU0,"Jendouba,Béja",['https://t.co/qnFhE9rRU0']
2019-02-10 22:00:00, 2019-02-08 11:19:56,Tunisie,RadioShemsFm,195014153,000,Perturbations dans l’approvisionnement en eau potable dans quelques régions à Jendouba et Béjà https://t.co/Hppav3y7sv,"Jendouba,Béja",['https://t.co/Hppav3y7sv']
2019-02-10 22:00:00, 2019-02-08 11:50:26,Tunisie,Nessmatv,42236944,000,La reprise sera progressive... https://t.co/6hRuGbJuy7",,['https://t.co/6hRuGbJuy7']
2019-02-10 22:00:00, 2019-02-08 12:52:35,Tunis,SaberMaala,2819496711,000,"#Tunisie : Perturbations et coupures dans l’approvisionnement en eau potable à Jendouba et à Béja https://t.co/34u2zoGUZ0","Jendouba,Béja",['https://t.co/34u2zoGUZ0']
2019-02-15 08:00:00, 2019-02-12 21:05:57,Tunisie,TUNumerique,226171563,000,Tunisie - Tozeur : La SONEDE rassure sur la qualité de l’eau potable https://t.co/8kKk0aEvCI,Tozeur,['https://t.co/8kKk0aEvCI']
2019-02-15 08:00:00, 2019-02-14 09:15:09,Africa,odilon236,972065918,000,"Nos gouvernants ont l'habitude de prendre de l'eau minérale pdt que les populations sont en quête de l'eau potable. Les habitants d'un village Kenyan ont servi de l'eau sale aux autorités lors d'une réunion. Cela doit servir de leçon à tous. #Centrafrique https://t.co/weB3WnXdWO https://t.co/agUbx3Upsw",,['https://t.co/weB3WnXdWO', 'https://t.co/agUbx3Upsw']
2019-02-15 08:00:00, 2019-02-14 12:57:33,Tunisie,RadioShemsFm,195014153,000,Jendouba nord : le vol des équipements de la SONEDE prive plusieurs régions de l'eau potable https://t.co/CiiImo2QRI,Jendouba,['https://t.co/CiiImo2QRI']
2019-02-15 08:00:00, 2019-02-14 13:01:35,Tunisie,visions_tn,135121071,000,le vol des équipements de la SONEDE prive plusieurs régions de l’eau potable https://t.co/K4PykDFykw https://t.co/dqXYeFItXt,,['https://t.co/K4PykDFykw','https://t.co/dqXYeFItXt']
2019-02-15 08:00:00, 2019-02-14 15:54:11,Tunisie,RadioShemsFm,195014153,000,Reprise cette nuit de l’approvisionnement en eau potable dans la région de Radès https://t.co/nAbyJ0Mqdz,Radès,['https://t.co/nAbyJ0Mqdz']
2019-02-15 08:00:00, 2019-02-14 16:00:12,Tunisie,Nessmatv,42236944,000,Selon un communiqué de la SONEDE... https://t.co/cgb39AfWeF,,['https://t.co/cgb39AfWeF']
2019-02-20 21:30:00, 2019-02-16 18:30:09,Tunisie,Nessmatv,42236944,000,Malgré le retard dans la réalisation... https://t.co/DJczsEnscn,,['https://t.co/DJczsEnscn']
2019-02-20 21:30:00, 2019-02-18 11:42:17,Tunisie,RadioShemsFm,195014153,000,Ariana : pertrubation de la distribution d'eau potable dans plusieurs région demain à partir de 21h https://t.co/Pq0ZUtk7l1,Ariana,['https://t.co/Pq0ZUtk7l1']
2019-02-20 21:30:00, 2019-02-18 11:58:16,Tunisie,visions_tn,135121071,000,pertrubation de la distribution d’eau potable dans plusieurs région demain à partir de 21h https://t.co/dzVjN9MQR4 https://t.co/3uDgWNfKPk,,['https://t.co/dzVjN9MQR4', 'https://t.co/3uDgWNfKPk']
2019-02-20 21:30:00, 2019-02-18 12:15:23,Tunisie,TUNumerique,226171563,000,Tunisie: Perturbation de l'approvisionnement en eau potable dans plusieurs zones de Raoued https://t.co/mW0QM8suaz,Raoued,['https://t.co/mW0QM8suaz']
2019-02-20 21:30:00, 2019-02-18 13:14:07,Tunis,mondherboussaa1,2982264873,000,"Une perturbation et une coupure dans l’approvisionnement en eau potable, seront enregistrées à partir du mardi 19 février 2019, à 21H, dans la délégation de #Raoued. #Tunis #Actualité https://t.co/gPZjeEFBwS https://t.co/KGuRRRc1l2",,['https://t.co/gPZjeEFBwS','https://t.co/KGuRRRc1l2']
2019-02-20 21:30:00, 2019-02-18 17:10:08,Tunisie,Nessmatv,42236944,000,"A partir de demain, mardi 19 février 2019... https://t.co/XJC4x3GCFK",,['https://t.co/XJC4x3GCFK']
2019-02-20 21:30:00, 2019-02-19 08:27:36,Tunisie,WATCHWATER_TN,708242311218655232,000,Les travaux se poursuivent pour assurer la reprise de l’approvisionnement en #eau potable à #Gafsa (SONEDE) https://t.co/GnvMp3DT3a,,['https://t.co/GnvMp3DT3a']
2019-02-24 16:40:30.461236,2019-02-19 09:23:20,Tunisie,radioexpressfm,191040022,1097788716855238656,Distribution de l'eau potable : perturbations et coupure à Raoued ce soir https://t.co/7Yms5Qybde https://t.co/VYidVPAQFI,Raoued,['https://t.co/7Yms5Qybde','https://t.co/VYidVPAQFI']
2019-02-24 16:40:30.461642,2019-02-19 08:27:36,Tunisie,WATCHWATER_TN,708242311218655232,1097774690502955008,Les travaux se poursuivent pour assurer la reprise de l’approvisionnement en #eau potable à #Gafsa (SONEDE) https://t.co/GnvMp3DT3a,Gafsa,['https://t.co/GnvMp3DT3a']
2019-02-24 16:40:30.461882,2019-02-18 17:10:08,Tunisie,Nessmatv,42236944,1097543801235783684,"A partir de demain, mardi 19 février 2019... https://t.co/XJC4x3GCFK",['https://t.co/XJC4x3GCFK']
2019-02-24 16:40:30.462364,2019-02-18 13:14:07,Tunis,mondherboussaa1,2982264873,1097484405696806912,"Une perturbation et une coupure dans l’approvisionnement en eau potable, seront enregistrées à partir du mardi 19 février 2019, à 21H, dans la délégation de #Raoued. #Tunis #Actualité https://t.co/gPZjeEFBwS https://t.co/KGuRRRc1l2",Raoued,['https://t.co/gPZjeEFBwS','https://t.co/KGuRRRc1l2']
2019-02-24 16:40:30.462644,2019-02-18 12:15:23,Tunisie,TUNumerique,226171563,1097469627825881089,Tunisie: Perturbation de l'approvisionnement en eau potable dans plusieurs zones de Raoued https://t.co/mW0QM8suaz,Raoued,['https://t.co/mW0QM8suaz']
2019-02-24 16:40:30.462941,2019-02-18 11:58:16,Tunisie,visions_tn,135121071,1097465320166563843,pertrubation de la distribution d’eau potable dans plusieurs région demain à partir de 21h https://t.co/dzVjN9MQR4 https://t.co/3uDgWNfKPk,,['https://t.co/dzVjN9MQR4','https://t.co/3uDgWNfKPk']
2019-02-24 16:40:30.463264,2019-02-18 11:42:17,Tunisie,RadioShemsFm,195014153,1097461297753612290,Ariana : pertrubation de la distribution d'eau potable dans plusieurs région demain à partir de 21h https://t.co/Pq0ZUtk7l1,Ariana,['https://t.co/Pq0ZUtk7l1']
2019-02-24 16:40:30.463465,2019-02-16 18:30:09,Tunisie,Nessmatv,42236944,1096839162106441731,Malgré le retard dans la réalisation... https://t.co/DJczsEnscn,,['https://t.co/DJczsEnscn']
2019-02-24 16:40:30.463664,2019-02-14 16:00:12,Tunisie,Nessmatv,42236944,1096076650943574018,Selon un communiqué de la SONEDE... https://t.co/cgb39AfWeF,,['https://t.co/cgb39AfWeF']
2019-02-24 16:40:30.463944,2019-02-14 15:54:11,Tunisie,RadioShemsFm,195014153,1096075139001798662,Reprise cette nuit de l’approvisionnement en eau potable dans la région de Radès https://t.co/nAbyJ0Mqdz,Radès,['https://t.co/nAbyJ0Mqdz']
2019-02-24 16:40:30.464232,2019-02-14 13:01:35,Tunisie,visions_tn,135121071,1096031702013657088,le vol des équipements de la SONEDE prive plusieurs régions de l’eau potable https://t.co/K4PykDFykw https://t.co/dqXYeFItXt,,['https://t.co/K4PykDFykw','https://t.co/dqXYeFItXt']
2019-02-24 16:40:30.464554,2019-02-14 12:57:33,Tunisie,RadioShemsFm,195014153,1096030684647440384,Jendouba nord : le vol des équipements de la SONEDE prive plusieurs régions de l'eau potable https://t.co/CiiImo2QRI,Jendouba,['https://t.co/CiiImo2QRI']
2019-02-24 16:40:30.465154,2019-02-14 09:15:09,Africa,odilon236,972065918,1095974719122227200,"Nos gouvernants ont l'habitude de prendre de l'eau minérale pdt que les populations sont en quête de l'eau potable. Les habitants d'un village Kenyan ont servi de l'eau sale aux autorités lors d'une réunion. Cela doit servir de leçon à tous. #Centrafrique https://t.co/weB3WnXdWO https://t.co/agUbx3Upsw",,['https://t.co/weB3WnXdWO','https://t.co/agUbx3Upsw']
2019-03-03 16:20:46.389980,2019-03-01 11:10:37,Tunisie,TUNISCOPEcom,46120356,1101439594329985025,"A Fondouk Jedid, sit-in et arrêt de la pompe du canal Majerda desservant l'eau potable https://t.co/Oi2vBIMfqP",Fondouk Jedid,['https://t.co/Oi2vBIMfqP']
2019-03-03 16:20:46.391242,2019-02-27 18:13:58,Tunis ,samirtaiebTN,352369468,1100821356592095238,"Il s’agit d’un projet d’appui de la production de l’eau potable dans le Grand-Tunis avec une capacité de production de 100 mille m3 par jour. Le 2ème projet porte, en outre, sur la station du traitement des eaux usées avec une capacité de production... https://t.co/gP44Ij6eF6",,['https://t.co/gP44Ij6eF6']
2019-03-03 16:20:46.391686,2019-02-27 15:20:20,Tunisie,AfricanManager,150391224,1100777662430281729,Le Grand Tunis n’aura plus de soucis d’eau potable https://t.co/I14KyCL4u4,Tunis,,['https://t.co/I14KyCL4u4']
2019-03-03 16:20:46.392284,2019-02-27 15:15:25,Tunisie,Tunivisions,60746318,1100776421851648000,Le Chef du gouvernement Youssef Chahed inaugure deux importants projets à Ghedir el Golla consacrés à l’eau potable https://t.co/45kmZaWbr4,Ghedir el Golla,['https://t.co/45kmZaWbr4']
2019-03-03 16:20:46.392898,2019-02-27 15:14:21,tunisia,mapinter,138743461,1100776154255032322,Le Chef du gouvernement inaugure deux importants projets à Ghedir el Golla consacrés à l’eau potable | Tunivisions https://t.co/GTxP6i5HEg via @Tunivisions,Ghedir el Golla,['https://t.co/45kmZaWbr4']
2019-03-03 16:20:46.393599,2019-02-27 05:32:21,"Yaounde, Cameroon",HYambene,957692189047443458,1100629689440370688,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais.Il faut…",,[]
2019-03-03 16:20:46.394109,2019-02-27 03:52:41,Tunisie,visions_tn,135121071,1100604607552720896,Perturbation de la distribution de l’eau potable dans la zone inférieure à Utique ville https://t.co/0wZ7AKliWu https://t.co/jbPB7AjhU8,Utique,['https://t.co/0wZ7AKliWu', 'https://t.co/jbPB7AjhU8']
2019-03-03 16:20:46.394686,2019-02-26 15:44:48,Tunisie,RTCI_radio,2815086341,1100421431807143938,Utique : Perturbations et coupures dans la distribution d'eau potable | RTCI - Radio Tunis Chaîne Internationale https://t.co/IM5dYzadB2,"Tunis,Utique",,['https://t.co/IM5dYzadB2']
2019-03-03 16:20:46.395349,2019-02-26 15:15:46,"Nancy, Lorraine, France",achebe54,851371458,1100414124381499393,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. Il faut…",,[]
2019-03-03 16:20:46.395986,2019-02-26 11:59:08,"Besançon, France ",jeancy_paterne,4548042135,1100364637877481472,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. Il faut…",,[]
2019-03-03 16:20:46.396604,2019-02-26 10:52:23,France,GaetanKo,1056190159325200384,1100347841296379905,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. Il faut…",,[]
2019-03-03 16:20:46.397589,2019-02-26 10:21:15,Africa,odilon236,972065918,1100340007678722048,"#Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. Il faut trouver une alternative à la #Sodeca qui ne parvient pas à satisfaire le besoin de ses clients. Ayez pitié de ses mères d'enfants! @GouvCF @RJDH_RCA https://t.co/EUVe2AEYI1",,['https://t.co/EUVe2AEYI1']
2019-03-03 16:20:46.398093,2019-02-25 10:33:32,Tunisie,radioexpressfm,191040022,1099980710750928897,Samir Taieb : un plan national mis en place pour sécuriser approvisionnement en eau potable durant l’été 2019 https://t.co/Ldm9kbixqp https://t.co/cj3VX8iD1J,,['https://t.co/Ldm9kbixqp','https://t.co/cj3VX8iD1J']
2019-03-04 15:53:13.002255,2019-03-01 11:10:37,Tunisie,TUNISCOPEcom,46120356,1101439594329985025,"A Fondouk Jedid, sit-in et arrêt de la pompe du canal Majerda desservant l'eau potable https://t.co/Oi2vBIMfqP",Fondouk Jedid,['https://t.co/Oi2vBIMfqP']
2019-03-05 16:46:35.023752,2019-03-04 19:26:58,Tunisia,Tunelyz,368253942,1102651668997595137,"Consommation de l'eau potable dans le secteur touristique : 611 Litres par Jour et par lit occupé. Telle une douche froide sachant que pour remplir une baignoire, il faudrait 200 litres d’eau au plus. Source : https://t.co/sISUlc2URZ. Détails: https://t.co/dXFEQv2htF https://t.co/ZrCtT4xlvW",,"['https://t.co/sISUlc2URZ', 'https://t.co/dXFEQv2htF', 'https://t.co/ZrCtT4xlvW']"
2019-03-05 16:46:35.463674,2019-03-01 11:10:37,Tunisie,TUNISCOPEcom,46120356,1101439594329985025,"A Fondouk Jedid, sit-in et arrêt de la pompe du canal Majerda desservant l'eau potable https://t.co/Oi2vBIMfqP",Fondouk Jedid,['https://t.co/Oi2vBIMfqP']
2019-03-05 16:46:35.900530,2019-02-27 18:13:58,Tunis ,samirtaiebTN,352369468,1100821356592095238,"Il s’agit d’un projet d’appui de la production de l’eau potable dans le Grand-Tunis avec une capacité de production de 100 mille m3 par jour. Le 2ème projet porte, en outre, sur la station du traitement des eaux usées avec une capacité de production... https://t.co/gP44Ij6eF6",Tunis,['https://t.co/gP44Ij6eF6']
2019-03-05 16:46:36.346773,2019-02-27 15:20:20,Tunisie,AfricanManager,150391224,1100777662430281729,Le Grand Tunis n’aura plus de soucis d’eau potable https://t.co/I14KyCL4u4,Tunis,['https://t.co/I14KyCL4u4']
2019-03-05 16:46:36.782753,2019-02-27 15:15:25,Tunisie,Tunivisions,60746318,1100776421851648000,Le Chef du gouvernement Youssef Chahed inaugure deux importants projets à Ghedir el Golla consacrés à l’eau potable https://t.co/45kmZaWbr4,Ghedir el Golla,['https://t.co/45kmZaWbr4']
2019-03-05 16:46:37.226626,2019-02-27 15:14:21,tunisia,mapinter,138743461,1100776154255032322,Le Chef du gouvernement inaugure deux importants projets à Ghedir el Golla consacrés à l’eau potable | Tunivisions https://t.co/GTxP6i5HEg via @Tunivisions,Ghedir el Golla,['https://t.co/GTxP6i5HEg']
2019-03-05 16:46:37.678437,2019-02-27 05:32:21,"Yaounde, Cameroon",HYambene,957692189047443458,1100629689440370688,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. 
Il faut…",,[]
2019-03-05 16:46:38.140833,2019-02-27 03:52:41,Tunisie,visions_tn,135121071,1100604607552720896,Perturbation de la distribution de l’eau potable dans la zone inférieure à Utique ville https://t.co/0wZ7AKliWu https://t.co/jbPB7AjhU8,Utique,"['https://t.co/0wZ7AKliWu', 'https://t.co/jbPB7AjhU8']"
2019-03-05 16:46:38.596936,2019-02-26 15:44:48,Tunisie,RTCI_radio,2815086341,1100421431807143938,Utique : Perturbations et coupures dans la distribution d'eau potable | RTCI - Radio Tunis Chaîne Internationale https://t.co/IM5dYzadB2,"Tunis,Utique",['https://t.co/IM5dYzadB2']
2019-03-05 16:46:39.060942,2019-02-26 15:15:46,"Nancy, Lorraine, France",achebe54,851371458,1100414124381499393,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. 
Il faut…",,[]
2019-03-05 16:46:39.524202,2019-02-26 11:59:08,"Besançon, France ",jeancy_paterne,4548042135,1100364637877481472,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. 
Il faut…",,[]
2019-03-05 16:46:39.974529,2019-02-26 10:52:23,France,GaetanKo,1056190159325200384,1100347841296379905,"RT @odilon236: #Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. 
Il faut…",,[]
2019-03-05 16:46:40.460829,2019-02-26 10:21:15,Africa,odilon236,972065918,1100340007678722048,"#Centrafrique : le manque d'eau potable dans les périphéries de Bangui devient un problème plus épineux que jamais. 
Il faut trouver une alternative à la #Sodeca qui ne parvient pas à satisfaire le besoin de ses clients.
Ayez pitié de ses mères d'enfants! @GouvCF @RJDH_RCA https://t.co/EUVe2AEYI1",,['https://t.co/EUVe2AEYI1']
2019-03-05 16:46:40.913889,2019-02-25 10:33:32,Tunisie,radioexpressfm,191040022,1099980710750928897,Samir Taieb : un plan national mis en place pour sécuriser approvisionnement en eau potable durant l’été 2019 https://t.co/Ldm9kbixqp https://t.co/cj3VX8iD1J,,"['https://t.co/Ldm9kbixqp', 'https://t.co/cj3VX8iD1J']"
2019-03-07 15:36:40.195070,2019-03-06 17:52:43,,carnetdoute,73160245,1103352724266123265,RT @WATCHWATER_TN: Moyenne de la Consommation de l'eau potable dans le secteur touristique : 611 Litres par Jour et par lit / personne. Un…,,[]
2019-03-07 15:36:40.602462,2019-03-06 16:02:50,Tunisie,WATCHWATER_TN,708242311218655232,1103325070913617921,"Moyenne de la Consommation de l'eau potable dans le secteur touristique : 611 Litres par Jour et par lit / personne. Un chiffre qui donne froid au dos sachant que pour remplir une baignoire, il faudrait 200... https://t.co/kJvElUHf5I",,['https://t.co/kJvElUHf5I']
2019-03-07 15:36:41.013203,2019-03-05 15:37:49,Ouargla,tiiziri,1034014003247370241,1102956388530245638,"@ikrmch_ C’est le pire peuple. Imagine t’es milliardaire, tu peux développer l’accès à l’eau potable dans plein de pays, mais tu préfères payer une babtou pour qu’elle t’enfonce un poisson dans les fesses",,[]
2019-03-07 15:36:41.642787,2019-02-26 14:20:12,Tunisie,Nessmatv,42236944,1100400140333039617,اضطراب وانقطاع في توزيع ماء الشرب في هذه المناطق https://t.co/lof2ssHZpf,,['https://t.co/lof2ssHZpf']
2019-03-10 19:48:10.175132,2019-03-08 14:58:39,La Marsa,WissamBenlamine,2829582105,1104033694988357633,"Un montant total de près de 10,8 millions de dollars américains a été alloué pour des routes extérieures et des raccordements à l’eau potable, à l’électricité et au gaz, en plus d’une usine de traitement des eaux usées.
